cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,subst x culinario,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7896278162778,2,7896278162778,,AÇUCAR FIT NATUREBA AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,NATUREBA,OUTRO FAB,PHARMA,OUTRAS MARCAS,OUTRAS MARCAS,PHARMA,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896278162778.0,,,,,
7896283000010,2,7896283000010,,AÇUCAR FIT JASMINE AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,JASMINE ALIMENTOS,OUTRO FAB,JASMINE,OUTRAS MARCAS,OUTRAS MARCAS,JASMINE,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896283000010.0,,,,,
7896283001031,2,7896283001031,,AÇUCAR FIT JASMINE AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,JASMINE ALIMENTOS,OUTRO FAB,JASMINE,OUTRAS MARCAS,OUTRAS MARCAS,JASMINE,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896283001031.0,,,,,
7896283002748,1,7896283002748,,ADOÇANTE JASMINE STEVIA LIQUIDO 80ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,JASMINE ALIMENTOS,OUTRO FAB,JASMINE,OUTRAS MARCAS,OUTRAS MARCAS,JASMINE,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896283002748.0,,,,,
7896283002755,1,7896283002755,,"ADOCANTE JASMINE STEVIA PO 0,8 x50 G REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,JASMINE ALIMENTOS,OUTRO FAB,JASMINE,OUTRAS MARCAS,OUTRAS MARCAS,JASMINE,SACHE,,G,0.8,40.0,ATE 80,REGULAR,50.0,,,STEVIA,,,,,,
7896283004773,2,7896283004773,,ACUCAR FIT JASMINE STEVIA PO 400 x1 G REGULAR,NAO GERENCIADO,STEVIA,NATURAL,PO,PO,NUTRITION,OUTRO FAB,JASMINE,OUTRAS MARCAS,OUTRAS MARCAS,JASMINE,BAG,,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,TEM EAN,STEVIA,,,,,,
7896292000070,1,7896292000070,,ADOÇANTE LOWCUCAR PLUS STEVIA PO 500G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,POTE,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,STEVIA,7896292000070.0,,,,,STV (SCRN/CCL/SCR/ST P 500 G N PRMC LOWCUCAR
7896292000087,1,7896292000087,,"ADOÇANTE LOWCUCAR PLUS STEVIA PO 0,6G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7896292000087.0,,,,,STV (SCRN/CCL/SCR/ST P 30 G N PRMC LOWCUCAR
7896292000131,1,7896292000131,,ADOÇANTE LOWCUCAR OUTRAS SUBST CULINARIO 200G x1 REGULAR,GERENCIADO,OUTRAS SUBST,ARTIFICIAL,PO,CULINARIO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,CULINARIO,0.0,G,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896292000131.0,,,,,FRTS (SCRN/CCL/FRT) P 200 G N PRMC LOWCUCAR
7896292000186,1,7896292000186,,ADOÇANTE LOWCUCAR PLUS STEVIA LIQUIDO 80ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896292000186.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 ML N PRMC LOWCUCAR
7896292000216,1,7896292000216,,ADOÇANTE LOWCUCAR XILITOL PO 300G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,POTE,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,XILITOL,7896292000216.0,,,,,XLTL/ XLTL (STV/(XL P 300 G N PRMC LOWCUCAR
7896292000322,1,7896292000322,,ADOCANTE LOWCUCAR STEVIA PO 250 x1 G REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,BAG,,G,250.0,250.0,101 ACIMA,REGULAR,1.0,REGULAR,TEM EAN,STEVIA,,,,,,
7896292000537,1,7896292000537,,ADOÇANTE LOWCUCAR PLUS SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SACARINA,7896292000537.0,,,,,SCRN (CCL/SC) LQD 100 ML N PRMC LOWCUCAR
7896292000582,1,7896292000582,,ADOÇANTE LOWCUCAR PLUS STEVIA CULINARIO 1000G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,CULINARIO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,CULINARIO,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896292000582.0,,,,,
7896292000957,1,7896292000957,,"ADOÇANTE LOWCUCAR SOSTEVIA STEVIA PO 0,6G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7896292000957.0,,,,,STV (SCRN/CCL/SCR/ST P 50 ENV N PRMC SOSTEVIA
7896292000971,1,7896292000971,,ADOÇANTE LOWCUCAR SOSTEVIA STEVIA LIQUIDO 80ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,SOSTEVIA,OUTRAS MARCAS,OUTRAS MARCAS,SOSTEVIA,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896292000971.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 ML N PRMC SOSTEVIA
7896292000995,1,7896292000995,,ADOÇANTE LOWCUCAR SOSTEVIA STEVIA LIQUIDO 25ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,25.0,25.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896292000995.0,,,,,STV (SCRN/CCL/SCR/ST LQD 25 ML N PRMC SOSTEVIA
7896292001404,2,7896292001404,,AÇUCAR FIT MAGRO AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896292001404.0,,,,,
7896292001428,1,7896292001428,,"ADOÇANTE MAGRO SACARINA PO 0,6G x50 REGULAR",GERENCIADO,SACARINA,ARTIFICIAL,PO,PO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SACARINA,7896292001428.0,,,,,
7896292001435,1,7896292001435,,ADOÇANTE LOWCUCAR PLUS STEVIA PO 150G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,POTE,0.0,G,150.0,150.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,STEVIA,7896292001435.0,,,,,STV (SCRN/CCL/SCR/ST P 150 G N PRMC LOWCUCAR
7896292001442,1,7896292001442,,ADOÇANTE MAGRO SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SACARINA,7896292001442.0,,,,,SCRN (CCL/SC) LQD 100 ML N PRMC MAGRO PLAN
7896292001459,1,7896292001459,,ADOÇANTE MAGRO SACARINA LIQUIDO 200ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,LIQUIDO,0.0,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,SACARINA,7896292001459.0,,,,,SCRN (CCL/SC) LQD 200 ML N PRMC MAGRO PLAN
7896292001473,2,7896292001473,,AÇUCAR FIT MAGRO AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896292001473.0,,,,,STV (SCRN/CCL/SCR/ST P 500 G N PRMC MAGRO
7896292001497,1,7896292001497,,ADOÇANTE MAGRO SUCRALOSE LIQUIDO 80ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896292001497.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 80 ML N PRMC MAGRO
7896292002043,1,7896292002043,,ADOCANTE LOWCUCAR STEVIA LIQUIDO 80 x1 ML REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,,ML,80.0,80.0,ATE 80,REGULAR,1.0,,,STEVIA,,,,,,
7896292005754,1,7896292005754,,ADOÇANTE LOWCUCAR CULINARIA STEVIA CULINARIO 400G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,CULINARIO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,CULINARIO,0.0,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896292005754.0,,,,,STV (SCRN/CCL/SCR/ST P 400 G N PRMC LOWCUCAR
7896292005761,1,7896292005761,,ADOÇANTE LOWCUCAR FORNO E FOGAO SACARINA CULINARIO 95G x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,CULINARIO,0.0,G,95.0,95.0,81 A 100,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896292005761.0,,,,,
7896292005785,1,7896292005785,,ADOC PO LOWCUCAR PLUS PT 300G,GERENCIADO,STEVIA,NATURAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,POTE,,G,300.0,300.0,101 ACIMA,REGULAR,,,,,,,,,,
7896292005792,1,7896292005792,,ADOC LIQ MAGRO 100% STEVIA 60ML,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,LIQUIDO,,ML,60.0,60.0,ATE 80,REGULAR,1.0,,,,,,,,,
7896292007024,1,7896292007024,,ADOÇANTE LOWCUCAR CULINARIA STEVIA CULINARIO 1000G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,CULINARIO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,CULINARIO,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896292007024.0,,,,,STV (SCRN/CCL/SCR/ST P 1000 G N PRMC LOWCUCAR
7896292010000,1,7896292010000,,ADOÇANTE MAGRO STEVIA LIQUIDO 80ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896292010000.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 G N PRMC MAGRO
7896292010277,2,7896292010277,,AÇUCAR FIT MAGRO AÇUCAR FIT AÇUCAR FIT 500G x2 LMPM,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,AÇUCAR FIT,0.0,G,500.0,1000.0,101 ACIMA,PROMOCAO,2.0,LMPM,EAN,AÇUCAR FIT,7896292010277.0,,,,,
7896292013087,1,7896292013087,,ADOÇANTE LOWCUCAR PLUS STEVIA LIQUIDO 80ML x2 DESCONTO,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,80.0,160.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,EAN,STEVIA,7896292013087.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 ML PRMC LOWCUCAR
7896292030657,1,7896292030657,,ADOÇANTE LOWCUCAR PLUS SACARINA LIQUIDO 200ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,SACARINA,7896292030657.0,,,,,SCRN (CCL/SC) LQD 200 ML N PRMC LOWCUCAR
7896292040007,1,7896292040007,,ADOÇANTE LOWCUCAR SUCRALOSE LIQUIDO 80ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896292040007.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 80 ML N PRMC LOWCUCAR
7896292040014,1,7896292040014,,"ADOÇANTE LOWCUCAR BLENDA SUCRALOSE PO 0,6G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7896292040014.0,,,,,SCRLS (SCRN/CCL/SCR) P 50 ENV N PRMC LOWCUCAR
7896292040038,1,7896292040038,,ADOÇANTE LOWCUCAR BLENDA SUCRALOSE LIQUIDO 80ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,LOWCUCAR,OUTRAS MARCAS,OUTRAS MARCAS,LOWCUCAR,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896292040038.0,,,,,
7896496940158,2,7896496940158,,AÇUCAR FIT MAE TERRA AÇUCAR FIT AÇUCAR FIT 400G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,UNILEVER,OUTRO FAB,MAE TERRA,OUTRAS MARCAS,OUTRAS MARCAS,MAE TERRA,AÇUCAR FIT,0.0,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896496940158.0,,,,,
7896496941810,2,7896496941810,,AÇUCAR FIT MAE TERRA AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,UNILEVER,OUTRO FAB,MAE TERRA,OUTRAS MARCAS,OUTRAS MARCAS,MAE TERRA,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896496941810.0,,,,,
7896496941919,2,7896496941919,,AÇUCAR FIT MAE TERRA AÇUCAR FIT AÇUCAR FIT 400G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,UNILEVER,OUTRO FAB,MAE TERRA,OUTRAS MARCAS,OUTRAS MARCAS,MAE TERRA,AÇUCAR FIT,0.0,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896496941919.0,,,,,
7896569405768,1,7896569405768,,ADOC TAL E QUAL TRADICIONAL 60G,GERENCIADO,SACARINA,ARTIFICIAL,PO,PO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,PO,,G,60.0,60.0,ATE 80,REGULAR,1.0,,,,,,,,,
7896569405775,1,7896569405775,,ADOC TAL E QUAL TRADICIONAL 120G,GERENCIADO,SACARINA,ARTIFICIAL,PO,PO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,PO,,G,120.0,120.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
7896589400033,1,7896589400033,,ADOC MAGRINS ERITRITOL 180G,GERENCIADO,ERITRITOL,NATURAL,PO,PO,STEVIA SOUL,OUTRO FAB,MAGRINS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,POTE,,G,180.0,180.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
7896589403973,1,7896589403973,,ADOC MAGRINS XILITOL 200G,GERENCIADO,XILITOL,NATURAL,PO,PO,STEVIA SOUL,OUTRO FAB,MAGRINS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,POTE,,G,200.0,200.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
7896589403980,1,7896589403980,,ADOC STEVIA 80ML 2UN+1UN 30ML PROMO,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,STEVIA SOUL,OUTRO FAB,STEVITA,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,80.0,190.0,101 ACIMA,PROMOCAO,1.0,,,,,,,,,
7896589404208,1,7896589404208,,ADOC MAGRINS XILITOL + STEVIA 65ML,GERENCIADO,XILITOL,NATURAL,LIQUIDO,LIQUIDO,STEVIA SOUL,OUTRO FAB,MAGRINS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,65.0,65.0,ATE 80,REGULAR,1.0,,,,,,,,,
7896589404314,1,7896589404314,,ADOC MAGRINS ERITRITOL + STEVIA 65ML,GERENCIADO,ERITRITOL,NATURAL,LIQUIDO,LIQUIDO,STEVIA SOUL,OUTRO FAB,MAGRINS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,65.0,65.0,ATE 80,REGULAR,1.0,,,,,,,,,
7896775178135,2,7896775178135,,AÇUCAR FIT GUIMARAES AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,GUIMARÃES BRASIL,OUTRO FAB,GUIMARAES,OUTRAS MARCAS,OUTRAS MARCAS,GUIMARAES,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896775178135.0,,,,,
7896874730043,1,7896874730043,,ADOC VIST-PLUS PO 100G,GERENCIADO,STEVIA,NATURAL,PO,PO,VTALAB,OUTRO FAB,VIST-PLUS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,PO,,G,100.0,100.0,81 A 100,REGULAR,1.0,,,,,,,,,
7896874730081,1,7896874730081,,ADOC VIST-PLUS 90ML,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,VTALAB,OUTRO FAB,VIST-PLUS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,90.0,90.0,81 A 100,REGULAR,1.0,,,,,,,,,
7896874730098,1,7896874730098,,ADOC VIST-PLUS DIET 90ML,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,VTALAB,OUTRO FAB,VIST-PLUS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,90.0,90.0,81 A 100,REGULAR,1.0,,,,,,,,,
7896874730104,1,7896874730104,,ADOC VIST-PLUS 60ML,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,VTALAB,OUTRO FAB,VIST-PLUS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,60.0,60.0,ATE 80,REGULAR,1.0,,,,,,,,,
7897088501009,1,7897088501009,,ADOCANTE WOLFS SACARINA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,WOLFS,OUTRO FAB,WOLFS,OUTRAS MARCAS,OUTRAS MARCAS,WOLFS,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SACARINA,,,,,,
7897088501108,1,7897088501108,,ADOCANTE WOLFS SUCRALOSE LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,WOLFS,OUTRO FAB,WOLFS,OUTRAS MARCAS,OUTRAS MARCAS,WOLFS,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SUCRALOSE,,,,,,
7897088501207,1,7897088501207,,ADOCANTE WOLFS STEVIA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,WOLFS,OUTRO FAB,WOLFS,OUTRAS MARCAS,OUTRAS MARCAS,WOLFS,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,STEVIA,,,,,,
7897088501306,1,7897088501306,,ADOCANTE WOLFS STEVIA LIQUIDO 100 x1 ML PROMOCAO,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,WOLFS,OUTRO FAB,WOLFS,OUTRAS MARCAS,OUTRAS MARCAS,WOLFS,LIQUIDO,,ML,100.0,100.0,81 A 100,PROMOCAO,1.0,LMPM,,STEVIA,,,,,,
7897088502006,1,7897088502006,,ADOCANTE WOLFS SACARINA LIQUIDO 200 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,WOLFS,OUTRO FAB,WOLFS,OUTRAS MARCAS,OUTRAS MARCAS,WOLFS,LIQUIDO,,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,,,SACARINA,,,,,,
7897154490602,2,7897154490602,,AÇUCAR FIT PETRIBU AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CAVALCANTI PETRIBÚ,OUTRO FAB,PETRIBU,OUTRAS MARCAS,OUTRAS MARCAS,PETRIBU,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7897154490602.0,,,,,
7897518207020,1,7897518207020,,ADOCANTE SADIO SACARINA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,SADIO,OUTRO FAB,SADIO,OUTRAS MARCAS,OUTRAS MARCAS,SADIO,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SACARINA,,,,,,
7897518207037,1,7897518207037,,ADOCANTE SADIO SUCRALOSE LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,SADIO,OUTRO FAB,SADIO,OUTRAS MARCAS,OUTRAS MARCAS,SADIO,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SUCRALOSE,,,,,,
7897518207044,1,7897518207044,,ADOCANTE SADIO STEVIA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,SADIO,OUTRO FAB,SADIO,OUTRAS MARCAS,OUTRAS MARCAS,SADIO,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,STEVIA,,,,,,
