cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
3282770101119,3,3282770101119,,AVENE MAT PERFECT FPS60 50ML (52432),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770101133,3,3282770101133,,AVENE CLEANANCE HYDRA SAB 80G (50728),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,BARRA,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,80.0,80.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770101157,3,3282770101157,,AVENE MAT PERFECT FPS30 COR50ML (52430),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,LOCAO,STIEFEL,DEMAIS FAB,FISIOGEL,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
3282770101171,3,3282770101171,,AVENE MAT PERFECT FPS30 50ML (52433),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,STIEFEL,DEMAIS FAB,FISIOGEL,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770101263,3,3282770101263,,AVENE CICALFATE LABIOS 10ML (54199),GERENCIADO,FACE CARE DERMO,PROTETOR LABIAL,REPARADOR DE PELE,-,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,10.0,10.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770101386,3,3282770101386,,AVENE CLEANANCE GEL 150ML (50725),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,VAREJISTA,101 A 200,,,,,,
3282770101560,3,3282770101560,,AVENE D-PIGMENT SERUM CLAREADOR50ML (51564),GERENCIADO,FACE CARE DERMO,ANTI IDADE,ANTIMANCHAS,SERUM,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770101669,3,3282770101669,,AVENE A-OXITIVE SERUM 30ML (51563),GERENCIADO,FACE CARE DERMO,ANTI IDADE,ANTIRRUGAS,SERUM,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770104479,3,3282770104479,,AVENE SOLAR TOQUE SECOFPS70 COR50ML (49902),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,STIEFEL,DEMAIS FAB,FISIOGEL,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,160.0,160.0,101 A 200,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,101 A 200,,,,,,
3282770108422,3,3282770108422,,DUCRAY ANACAPS ACTIV+ CAPS/30 (54855),NAO GERENCIADO,BODY CARE DERMATO,-,-,-,LABORATORIOS PIERRE FABRE DO BRASIL LTDA,DEMAIS FAB,DUCRAY,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,-,,,-,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,-,,,,,,
3282770110753,3,3282770110753,,AVENE PHYSIOLIFT SERUM 30ML (53934),GERENCIADO,FACE CARE DERMO,ANTI IDADE,ANTIRRUGAS,SERUM,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770111644,3,3282770111644,,ACTINE CONTROL SAB LIQ P OLEO 60ML (50409),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,60.0,60.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770111675,3,3282770111675,,SUNSAFE PROT SOLAR FPS60 TSECO 50ML (50413),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770111682,3,3282770111682,,SUNSAFE PROT SOL FPS60 TSECOCOR50ML,NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770121353,3,3282770121353,,ACTINE LOC ADSTRINGENTE 190ML,GERENCIADO,FACE CARE DERMO,ACNE,ACNE LIMPEZA,LOCAO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,190.0,190.0,101 A 200,REGULAR,1,REGULAR,ITENS PROFARMA,101 A 200,,,,,,
3282770135442,3,3282770135442,,ACTINE TRAT PELE ACNEICA 30G (49079),GERENCIADO,FACE CARE DERMO,ACNE,ACNE TRATAMENTO,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,30.0,30.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770138887,3,3282770138887,,ACTINE MASCARA FACIAL CARVAO ATIVADO 5 G x 2,GERENCIADO,FACE CARE DERMO,MASCARA,CREME,-,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,5.0,5.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
3282770138894,3,3282770138894,,ACTINE AGUA MICELAR ANTIOLEOS 100ML (57157),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,MICELAR,SERUM,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,VAREJISTA,81 A 100,,,,,,
3282770139105,3,3282770139105,,SOAPELLE SAB BARRA 70G (55467),NAO GERENCIADO,BODY CARE DERMATO,LIMPEZA PELE,LIMPEZA OUTROS,BARRA,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770139136,3,3282770139136,,ACTINE SAB BARRA 70G (55478),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,BARRA,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770139150,3,3282770139150,,ACTINE CONTROL SAB PELE OLEOSA 70G (55470),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,BARRA,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770139167,3,3282770139167,,NUTRIOL SAB PELE SECA 70G (55468),NAO GERENCIADO,BODY CARE DERMATO,LIMPEZA PELE,LIMPEZA OUTROS,BARRA,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770139211,3,3282770139211,,AVENE CLEANANCE INTENSE GEL 60G (58382),GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,60.0,60.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770139228,3,3282770139228,,AVENE CLEANANCE INTENSE GEL 150G (58381),GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,150.0,150.0,101 A 200,REGULAR,1,REGULAR,VAREJISTA,101 A 200,,,,,,
3282770139235,3,3282770139235,,AVENE CLEANANCE INTENSE GEL 300G (58383),GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,VAREJISTA,201 ACIMA,,,,,,
3282770140286,3,3282770140286,,SUAVIE SAB PELE SENSIVEL 70G (55466),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,BARRA,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,51 A 80,,,,,,
3282770140705,3,3282770140705,,ACTINE CONTROL SAB LIQ P OLEO 400ML (56126),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,VAREJISTA,201 ACIMA,,,,,,
3282770141481,3,3282770141481,,AVENE MAT PERFECT FPS60 COR 40G (56618),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770141511,3,3282770141511,,AVENE MAT PERFECT FPS60 40G (56617),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770141559,3,3282770141559,,AVENE MAT PERFECT FPS30 COR 40G (56616),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770141580,3,3282770141580,,AVENE MAT PERFECT FPS30 40G (56614),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770141856,3,3282770141856,,AVENE CLEANANCE SAB BARRA 70G (58085),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,BARRA,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770141948,3,3282770141948,,ACTINE AGUA MICELAR ANTIOLIOS 200ML (57158),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,MICELAR,SERUM,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,VAREJISTA,101 A 200,,,,,,
3282770142167,3,3282770142167,,AVENE CLEANANCE GEL 400G(57160),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,VAREJISTA,201 ACIMA,,,,,,
3282770142334,3,3282770142334,,TRIXERA NUTRITION SABONETE 70G x 1,NAO GERENCIADO,BODY CARE DERMATO,LIMPEZA PELE,LIMPEZA OUTROS,-,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,70.0,70.0,51 A 80,REGULAR,1,REGULAR,ITENS IQVIA,51 A 80,,,,,,
3282770144369,3,3282770144369,,SUAVIE SAB DERMATOLOGICO 400ML (58077),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HYPERA PHARMA,DEMAIS FAB,EPIDRAT,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,450.0,450.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
3282770144376,3,3282770144376,,NUTRIOL PELE SECA SAB LIQ 240ML (58081),NAO GERENCIADO,BODY CARE DERMATO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,VAREJISTA,201 ACIMA,,,,,,
3282770144413,3,3282770144413,,CLEANANCE GEL LIMPEZA PROFUNDA INTENSE 400 ML x 1,GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,400.0,400.0,201 ACIMA,PROMO,2,KIT,ITENS ABRAFARMA,201 ACIMA,,,,,,
3282770144420,3,3282770144420,,SAB LIQ SUAVIE PELE SENSIVEL 60ML,GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS PROFARMA,51 A 80,,,,,,
3282770144437,3,3282770144437,,SAB LIQ SUAVIE PELE SENSIVEL 140ML,GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,140.0,140.0,101 A 200,REGULAR,1,REGULAR,ITENS PROFARMA,101 A 200,,,,,,
3282770144451,3,3282770144451,,ACTINE ULTRA PROT SOL FPS80 COR 40G,NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770144475,3,3282770144475,,ACTINE ULTRA PROT SOL FPS80 40G,NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,T. EMBALAGEM,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770146172,3,3282770146172,,AVENE CICALFATE+ CREME 20ML (58815),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,20.0,20.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770147438,3,3282770147438,,NUTRIOL MED HID ANTICOCEIRA 100ML (58763),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,NAOS,DEMAIS FAB,BIODERMA,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,81 A 100,,,,,,
3282770147445,3,3282770147445,,NUTRIOL MED HID ANTICOCEIRA 500ML,NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
3282770148794,3,3282770148794,,GEL LIMP AVENE CLEANANCE 60ML,GERENCIADO,FACE CARE DERMO,ACNE,ACNE TRATAMENTO,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS PROFARMA,51 A 80,,,,,,
3282770148800,3,3282770148800,,AVENE CLEANANCE GEL 150ML (50725),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,101 A 200,,,,,,
3282770148817,3,3282770148817,,AVENE CLEANANCE GEL 300ML (50727),GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
3282770150599,3,3282770150599,,AVENE CLEANANCE GEL 400G,GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
3282770150674,3,3282770150674,,ACTINE CONTROL SAB LIQ P OLEO 240ML (61352),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,VAREJISTA,201 ACIMA,,,,,,
3282770153101,3,3282770153101,,HYALURON ACTIV B3 SERUM FACIAL 30 ML x 1,GERENCIADO,FACE CARE DERMO,ANTI IDADE,ANTIRRUGAS,SERUM,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,CONTA GOTAS,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
3282770153217,3,3282770153217,,HYALURON ACTIV B3 CREME OLHOS 15 ML x 1,GERENCIADO,FACE CARE DERMO,ANTI IDADE,ANTIRRUGAS,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
3282770153460,3,3282770153460,,ACTINE GEL LIMPEZA 60G,GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,51 A 80,,,,,,
3282770153477,3,3282770153477,,ACTINE GEL LIMPEZA 140G,GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,140.0,140.0,101 A 200,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,101 A 200,,,,,,
3282770153484,3,3282770153484,,ACTINE GEL LIMPEZA 240 G x 1,GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,IQVIA SKU,201 ACIMA,,,,,,
3282770153491,3,3282770153491,,ACTINE GEL LIMPEZA REFIL 300 G x 1,GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,G,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
3282770153507,3,3282770153507,,ACTINE GEL LIMPEZA 400G,GERENCIADO,FACE CARE DERMO,ACNE,ACNE GEL DE LIMPEZA,GEL,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
3282770154672,3,3282770154672,19245.0,CLEANANCE AVENE INTE GEL REF 240G,GERENCIADO,FACE CARE DERMO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS PROFARMA,201 ACIMA,,,,,,
3282770200096,3,3282770200096,,AVENE CICALFATE CREME 15ML (52985),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770201604,3,3282770201604,,NUTRIOL LOCAO HIDRATANTE INTENSIVO CORPORAL PERFUME SUAVE 200 ML x 1,NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
3282770201628,3,3282770201628,,NUTRIOL LOCAO HIDRATANTE INTENSIVO CORPORAL SEM PERFUME 200 ML x 1,NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
3282770201635,3,3282770201635,,NUTRIOL LOCAO HIDRATANTE INTENSIVO CORPORAL SEM PERFUME 400 ML x 1,NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
3282770201659,3,3282770201659,,NUTRIOL SAB BARRA 80G (53629),NAO GERENCIADO,BODY CARE DERMATO,LIMPEZA PELE,LIMPEZA OUTROS,BARRA,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,CAIXA,G,80.0,80.0,51 A 80,REGULAR,1,REGULAR,VAREJISTA,51 A 80,,,,,,
3282770201673,3,3282770201673,,NUTRIOL SAB LIQ 140ML (53632),NAO GERENCIADO,BODY CARE DERMATO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,140.0,140.0,101 A 200,REGULAR,1,REGULAR,VAREJISTA,101 A 200,,,,,,
3282770201826,3,3282770201826,,ACTINE SAB LIQ 400ML (52042),GERENCIADO,FACE CARE DERMO,ACNE,ACNE SABONETE,LIQUIDO,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,VAREJISTA,201 ACIMA,,,,,,
3282770202212,3,3282770202212,,AVENE MAT PERF ANTIACNE FPS60 40G (54987),NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,40.0,40.0,ATE 50,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,ATE 50,,,,,,
3282770202854,3,3282770202854,,AVENE CLEANANCE COMEDOMED 30ML (55959),GERENCIADO,FACE CARE DERMO,ACNE,ACNE TRATAMENTO,SERUM,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770204667,3,3282770204667,,AVENE CICALFATE+ CREME 40ML (58816),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,PIERRE FABRE,DEMAIS FAB,AVENE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,40.0,40.0,ATE 50,REGULAR,1,REGULAR,VAREJISTA,ATE 50,,,,,,
3282770205787,3,3282770205787,,NUTRIOL LOCAO HID C/PERFUME 200ML (53628),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,101 A 200,,,,,,
3282770205800,3,3282770205800,,NUTRIOL LOCAO HIDR S/PERFUME 400ML (53630),NAO GERENCIADO,BODY CARE DERMATO,HIDRATACAO,HIDRATACAO CORPO,CREME,DARROW,DEMAIS FAB,DARROW,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,400.0,400.0,201 ACIMA,REGULAR,1,REGULAR,ITENS FARMA PAGUE MENOS,201 ACIMA,,,,,,
